s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"CRate";4;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"RES";6;{"enchanted":false,"gvalue":0};"";0;{};"row_959";959;43741372997;0;0;"Inventory";"Inventory";false;52.29;"Blade";6;6;0;"DEF%";11;"HP flat";209;0;6;"-";"-";"-";"-";"-";"-";5;"-";"-";4;"Hero";80.86
"ATK%";6;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_960";960;43741386647;0;0;"Inventory";"Inventory";false;50.94;"Blade";6;6;0;"HP%";11;"CDmg";5;0;"-";"-";"-";"-";6;"-";"-";"-";"-";4;"-";"Rare";79.51
"ATK flat";11;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_961";961;43752875008;0;0;"Inventory";"Inventory";false;44.82;"Blade";6;6;0;"HP%";11;"";0;0;"-";"-";11;"-";"-";"-";"-";"-";"-";6;"-";"Rare";73.39
"SPD";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"HP flat";189;{"enchanted":false,"gvalue":0};"";0;{};"row_962";962;43564877922;0;0;"Inventory";"Inventory";false;50.01;"Rage";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";6;"-";"-";"-";189;6;"-";"Hero";78.59
"ACC";8;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"row_963";963;43620683809;0;0;"Inventory";"Inventory";false;55.06;"Rage";1;6;0;"ATK flat";22;"";0;0;7;"-";"-";8;"-";"-";"-";"-";"-";5;"-";"Hero";83.63
"CDmg";4;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_964";964;43648934398;0;0;"Inventory";"Inventory";false;53.19;"Rage";1;6;0;"ATK flat";22;"";0;0;"-";4;"-";7;"-";"-";"-";"-";"-";6;"-";"Hero";81.76
"HP flat";230;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"row_965";965;43660387572;0;0;"Inventory";"Inventory";false;57.25;"Rage";1;6;0;"ATK flat";22;"HP%";8;0;7;"-";"-";"-";"-";"-";"-";"-";230;5;"-";"Hero";85.82
"SPD";4;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_966";966;43685760220;0;0;"Inventory";"Inventory";false;56.59;"Rage";1;6;0;"ATK flat";22;"CDmg";5;0;"-";"-";"-";7;"-";"-";"-";"-";"-";4;4;"Hero";85.16
"SPD";6;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_967";967;43727786727;0;0;"Inventory";"Inventory";false;54.46;"Rage";1;6;0;"ATK flat";22;"ACC";7;0;"-";"-";"-";"-";6;"-";"-";"-";"-";6;"-";"Rare";83.04
"ATK flat";23;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":0};"";0;{};"row_968";968;43736551945;0;0;"Inventory";"Inventory";true;57.68;"Rage";2;6;0;"SPD";7;"";0;0;"-";"-";23;"-";10;10;"-";"-";"-";"-";"-";"Hero";86.25
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_969";969;43657829829;0;0;"Inventory";"Inventory";false;50.89;"Rage";3;6;0;"DEF flat";22;"HP%";5;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";4;5;"Rare";79.46
"HP%";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"row_970";970;43659949885;0;0;"Inventory";"Inventory";false;61.9;"Rage";3;6;0;"DEF flat";22;"DEF%";5;0;5;"-";"-";8;"-";"-";"-";6;"-";4;"-";"Legend";90.48
"HP flat";144;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_971";971;43662691847;0;0;"Inventory";"Inventory";false;43.04;"Rage";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";144;5;"-";"Rare";71.61
"DEF%";7;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_972";972;43716112394;0;0;"Inventory";"Inventory";false;61.61;"Rage";3;6;0;"DEF flat";22;"HP%";6;0;"-";"-";"-";8;"-";7;"-";"-";"-";6;"-";"Hero";90.18
"SPD";5;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_973";973;43727877373;0;0;"Inventory";"Inventory";false;56.85;"Rage";3;6;0;"DEF flat";22;"DEF%";7;0;5;"-";"-";"-";"-";"-";"-";5;"-";5;"-";"Hero";85.42
"SPD";4;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_974";974;43619065315;0;0;"Inventory";"Inventory";false;60.12;"Rage";4;6;0;"CDmg";11;"ACC";6;0;8;"-";"-";"-";"-";"-";"-";8;"-";4;"-";"Hero";88.69
"HP%";8;{"enchanted":false,"gvalue":0};"HP flat";218;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"";0;{};"row_975";975;43621232896;0;0;"Inventory";"Inventory";false;47.08;"Rage";4;6;0;"CDmg";11;"";0;0;"-";"-";12;"-";"-";"-";"-";8;218;"-";"-";"Hero";75.65
"SPD";5;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_976";976;43621314949;0;0;"Inventory";"Inventory";false;47.92;"Rage";4;6;0;"CDmg";11;"";0;0;"-";"-";"-";7;"-";"-";"-";"-";"-";5;"-";"Rare";76.49
"DEF%";8;{"enchanted":false,"gvalue":0};"HP flat";192;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_977";977;43621553021;0;0;"Inventory";"Inventory";false;50.94;"Rage";4;6;0;"CDmg";11;"ACC";7;0;"-";"-";"-";"-";"-";8;"-";"-";192;"-";"-";"Rare";79.51
"SPD";4;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_978";978;43619491397;0;0;"Inventory";"Inventory";false;52.38;"Rage";5;6;0;"HP flat";360;"RES";5;0;"-";"-";"-";"-";"-";"-";15;"-";"-";4;4;"Hero";80.95
"HP%";6;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_979";979;43636561436;0;0;"Inventory";"Inventory";false;47.02;"Rage";5;6;0;"HP flat";360;"";0;0;"-";"-";"-";"-";"-";"-";"-";6;"-";5;"-";"Rare";75.6
"SPD";6;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"row_980";980;43657793946;0;0;"Inventory";"Inventory";false;57.65;"Rage";5;6;0;"HP flat";360;"HP%";5;0;"-";4;"-";7;"-";"-";"-";"-";"-";6;"-";"Hero";86.22
"SPD";4;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_981";981;43685741340;0;0;"Inventory";"Inventory";false;52.08;"Rage";5;6;0;"HP flat";360;"";0;0;"-";"-";"-";"-";"-";5;"-";"-";"-";4;6;"Hero";80.65
"SPD";6;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_982";982;43557539279;0;0;"Inventory";"Inventory";false;55.23;"Focus";1;6;0;"ATK flat";22;"CDmg";6;0;"-";"-";"-";7;"-";"-";"-";"-";"-";6;"-";"Rare";83.8
"HP flat";186;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_983";983;43617159900;0;0;"Inventory";"Inventory";false;49.73;"Focus";1;6;0;"ATK flat";22;"SPD";6;0;"-";5;"-";"-";"-";"-";"-";"-";186;"-";"-";"Rare";78.3
"HP%";6;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_984";984;43617240001;0;0;"Inventory";"Inventory";false;58.04;"Focus";1;6;0;"ATK flat";22;"SPD";4;0;7;"-";"-";"-";"-";"-";"-";6;"-";"-";5;"Hero";86.61
"RES";4;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_985";985;43669167733;0;0;"Inventory";"Inventory";false;52.38;"Focus";1;6;0;"ATK flat";22;"";0;0;4;"-";"-";"-";8;"-";"-";"-";"-";5;"-";"Hero";80.95
"SPD";4;{"enchanted":false,"gvalue":0};"HP flat";229;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_986";986;43740383725;0;0;"Inventory";"Inventory";false;42.66;"Focus";1;6;0;"ATK flat";22;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";229;4;"-";"Rare";71.23
"SPD";4;{"enchanted":false,"gvalue":0};"HP flat";211;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_987";987;43525192050;0;0;"Inventory";"Inventory";false;47.59;"Focus";3;6;0;"DEF flat";22;"CDmg";5;0;"-";"-";"-";"-";"-";"-";"-";"-";211;4;"-";"Rare";76.16
"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_988";988;43558049723;0;0;"Inventory";"Inventory";false;53.91;"Focus";3;6;0;"DEF flat";22;"SPD";5;0;"-";5;"-";"-";"-";"-";"-";"-";"-";"-";6;"Rare";82.48
"SPD";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_989";989;43569129446;0;0;"Inventory";"Inventory";false;53.57;"Focus";3;6;0;"DEF flat";22;"CDmg";7;0;"-";"-";"-";4;"-";"-";"-";"-";"-";6;"-";"Rare";82.14
"HP%";8;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_990";990;43740246459;0;0;"Inventory";"Inventory";false;47.62;"Focus";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";"-";"-";"-";"-";8;"-";4;"-";"Rare";76.19
"SPD";4;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_991";991;43570126584;0;0;"Inventory";"Inventory";false;49.4;"Focus";4;6;0;"HP%";11;"RES";5;0;"-";"-";"-";5;"-";"-";"-";"-";"-";4;"-";"Rare";77.98
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_992";992;43636960207;0;0;"Inventory";"Inventory";false;54.17;"Focus";4;6;0;"HP%";11;"ATK%";6;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";5;6;"Rare";82.74
"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_993";993;43569005023;0;0;"Inventory";"Inventory";false;52.98;"Focus";5;6;0;"HP flat";360;"DEF%";6;0;"-";"-";"-";"-";8;"-";"-";"-";"-";4;"-";"Rare";81.55
"ATK flat";15;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_994";994;43578769851;0;0;"Inventory";"Inventory";false;48.81;"Focus";5;6;0;"HP flat";360;"";0;0;"-";"-";15;"-";5;"-";"-";"-";"-";5;"-";"Hero";77.38
"ATK flat";10;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"DEF%";24;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"row_995";995;43541641637;0;0;"Inventory";"Inventory";false;75;"Focus";6;6;12;"HP%";47;"";0;0;"-";"-";10;"-";6;24;"-";"-";"-";9;"-";"Legend";75
"CRate";6;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_996";996;43637210942;0;0;"Inventory";"Inventory";false;57.36;"Focus";6;6;0;"ATK%";11;"CDmg";4;0;"-";"-";"-";"-";"-";"-";"-";5;"-";5;6;"Hero";85.93
"SPD";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_997";997;43637280199;0;0;"Inventory";"Inventory";false;52.68;"Focus";6;6;0;"ATK%";11;"RES";5;0;"-";"-";"-";"-";"-";"-";"-";6;"-";6;"-";"Rare";81.25
"SPD";5;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_998";998;43569109001;0;0;"Inventory";"Inventory";false;53.87;"Endure";1;6;0;"ATK flat";22;"ATK%";7;0;"-";"-";"-";"-";"-";"-";"-";"-";"-";5;5;"Rare";82.44
"SPD";5;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_999";999;43739938126;0;0;"Inventory";"Inventory";false;52.38;"Endure";1;6;0;"ATK flat";22;"RES";7;0;"-";"-";"-";5;"-";"-";"-";"-";"-";5;"-";"Rare";80.95
"RES";6;{"enchanted":false,"gvalue":0};"ATK flat";10;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1000";1000;43509255645;0;0;"Inventory";"Inventory";false;42.86;"Endure";2;6;0;"SPD";7;"";0;0;6;"-";10;"-";"-";"-";"-";"-";"-";"-";"-";"Rare";71.43
"DEF%";6;{"enchanted":false,"gvalue":0};"ATK flat";14;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1001";1001;43529242209;0;0;"Inventory";"Inventory";false;43.57;"Endure";2;6;0;"SPD";7;"";0;0;"-";"-";14;"-";"-";6;"-";"-";"-";"-";"-";"Rare";72.14
"RES";5;{"enchanted":false,"gvalue":0};"HP flat";367;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1002";1002;43543103473;0;0;"Inventory";"Inventory";false;48.78;"Endure";2;6;0;"SPD";7;"CDmg";5;0;5;"-";"-";"-";"-";"-";"-";"-";367;"-";"-";"Rare";77.35
"ATK%";7;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1003";1003;43543368839;0;0;"Inventory";"Inventory";false;46.05;"Endure";2;6;0;"SPD";7;"";0;0;"-";4;"-";"-";7;"-";"-";"-";"-";"-";"-";"Rare";74.62
"DEF%";8;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1004";1004;43555054980;0;0;"Inventory";"Inventory";false;53.39;"Endure";2;6;0;"SPD";7;"DEF flat";19;0;"-";"-";"-";"-";"-";8;"-";"-";"-";"-";6;"Rare";81.96
"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_1005";1005;43511999639;0;0;"Inventory";"Inventory";false;58.21;"Endure";3;6;0;"DEF flat";22;"ACC";5;0;8;6;"-";"-";"-";"-";"-";"-";"-";4;"-";"Hero";86.78
"SPD";5;{"enchanted":false,"gvalue":0};"HP flat";164;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1006";1006;43513905299;0;0;"Inventory";"Inventory";false;46.8;"Endure";3;6;0;"DEF flat";22;"ACC";4;0;"-";"-";"-";"-";"-";"-";"-";"-";164;5;"-";"Rare";75.37
"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1007";1007;43557523719;0;0;"Inventory";"Inventory";false;48.98;"Endure";3;6;0;"DEF flat";22;"HP flat";330;0;"-";"-";"-";"-";"-";6;"-";"-";"-";4;"-";"Rare";77.55
"SPD";6;{"enchanted":false,"gvalue":0};"HP flat";145;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_1008";1008;43736552840;0;0;"Inventory";"Inventory";true;44.24;"Endure";3;5;0;"DEF flat";15;"";0;0;"-";"-";"-";"-";"-";"-";"-";6;145;6;"-";"Hero";72.81
"HP%";10;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"SPD";7;{"enchanted":false,"gvalue":0};"";0;{};"row_1009";1009;43736551938;0;0;"Inventory";"Inventory";true;60.12;"Endure";4;6;0;"DEF%";11;"DEF flat";10;0;"-";"-";"-";6;"-";"-";"-";10;"-";7;"-";"Hero";88.69
"SPD";6;{"enchanted":false,"gvalue":0};"ATK flat";19;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"";0;{};"row_1010";1010;43542421982;0;0;"Inventory";"Inventory";false;53.39;"Endure";5;6;0;"HP flat";360;"";0;0;8;"-";19;"-";"-";"-";"-";"-";"-";6;"-";"Hero";81.96
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"row_1011";1011;43583123726;0;0;"Inventory";"Inventory";false;53.04;"Endure";5;6;0;"HP flat";360;"";0;0;"-";"-";12;"-";"-";"-";"-";5;"-";4;5;"Legend";81.61
"CRate";6;{"enchanted":false,"gvalue":0};"DEF flat";13;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1012";1012;43740439921;0;0;"Inventory";"Inventory";false;49.94;"Endure";5;6;1;"HP flat";480;"SPD";4;0;"-";"-";"-";"-";"-";"-";13;"-";"-";"-";6;"Rare";78.51
"HP flat";196;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1013";1013;43577992807;0;0;"Inventory";"Inventory";false;44.72;"Endure";6;6;0;"HP%";11;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";196;6;"-";"Rare";73.3
"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1014";1014;43736551941;0;0;"Inventory";"Inventory";true;43.2;"Endure";6;5;0;"DEF%";8;"";0;0;"-";7;"-";"-";"-";"-";"-";"-";"-";6;"-";"Rare";71.77
"CRate";4;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_1015";1015;43540758121;0;0;"Inventory";"Inventory";false;59.1;"Fatal";1;6;0;"ATK flat";22;"ATK%";6;0;"-";6;"-";"-";"-";"-";"-";"-";"-";6;4;"Hero";87.67
"CDmg";5;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1016";1016;43614506457;0;0;"Inventory";"Inventory";false;50.34;"Fatal";1;6;0;"ATK flat";22;"CRate";4;0;"-";5;"-";"-";"-";"-";"-";"-";"-";4;"-";"Rare";78.91
"ATK%";5;{"enchanted":false,"gvalue":0};"DEF flat";17;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1017";1017;43610336312;0;0;"Inventory";"Inventory";false;43.21;"Fatal";2;6;0;"SPD";7;"";0;0;"-";"-";"-";"-";5;"-";17;"-";"-";"-";"-";"Rare";71.79
"DEF flat";11;{"enchanted":false,"gvalue":0};"ATK flat";16;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_1018";1018;43741348657;0;0;"Inventory";"Inventory";false;45;"Fatal";2;6;0;"SPD";7;"";0;0;"-";"-";16;"-";"-";"-";11;5;"-";"-";"-";"Hero";73.57
"ACC";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1019";1019;43741653974;0;0;"Inventory";"Inventory";false;45.54;"Fatal";4;6;0;"CDmg";11;"";0;0;5;"-";"-";6;"-";"-";"-";"-";"-";"-";"-";"Rare";74.11
"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"row_1020";1020;43540624771;0;0;"Inventory";"Inventory";false;73.81;"Fatal";5;6;3;"HP flat";720;"CDmg";7;0;"-";"-";"-";"-";7;5;"-";"-";"-";6;11;"Legend";95.24
"ATK%";8;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"";0;{};"row_1021";1021;43753076126;0;0;"Inventory";"Inventory";false;62.5;"Fatal";5;6;1;"HP flat";480;"DEF%";8;0;"-";"-";"-";6;8;"-";"-";"-";"-";6;"-";"Hero";91.07
"DEF%";7;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1022";1022;43753739312;0;0;"Inventory";"Inventory";false;55.06;"Fatal";6;6;0;"ATK%";11;"SPD";5;0;"-";"-";"-";8;"-";7;"-";"-";"-";"-";"-";"Rare";83.63
"HP flat";213;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1023";1023;43735225984;0;0;"Inventory";"Inventory";false;46.67;"Despair";2;6;0;"SPD";7;"ACC";5;0;"-";"-";"-";"-";"-";5;"-";"-";213;"-";"-";"Rare";75.24
"HP%";10;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":false,"gvalue":0};"row_1024";1024;43741643493;0;0;"Inventory";"Inventory";true;68.88;"Despair";2;6;0;"SPD";7;"";0;0;"-";8;"-";10;"-";"-";"-";10;"-";"-";6;"Legend";97.45
"ATK%";5;{"enchanted":false,"gvalue":0};"DEF flat";14;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1025";1025;43742474883;0;0;"Inventory";"Inventory";false;42.68;"Despair";2;6;0;"SPD";7;"";0;0;"-";"-";"-";"-";5;"-";14;"-";"-";"-";"-";"Rare";71.25
"CDmg";4;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_1026";1026;43752915966;0;0;"Inventory";"Inventory";false;52.3;"Despair";3;6;0;"DEF flat";22;"";0;0;"-";4;"-";"-";"-";6;"-";"-";"-";6;"-";"Hero";80.87
"SPD";7;{"enchanted":true,"gvalue":0};"DEF flat";35;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"RES";21;{"enchanted":false,"gvalue":0};"row_1027";1027;43741966280;0;0;"Inventory";"Inventory";false;79.76;"Despair";4;6;12;"HP%";47;"DEF%";6;0;21;"-";"-";6;"-";"-";35;"-";"-";7;"-";"Legend";79.76
"SPD";4;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1028";1028;43540675438;0;0;"Inventory";"Inventory";false;46.73;"Despair";5;6;0;"HP flat";360;"";0;0;"-";"-";"-";"-";7;"-";"-";"-";"-";4;"-";"Rare";75.3
"CDmg";7;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1029";1029;43752427638;0;0;"Inventory";"Inventory";false;46.25;"Despair";5;6;0;"HP flat";360;"";0;0;"-";7;"-";"-";"-";"-";19;"-";"-";"-";"-";"Rare";74.82
"DEF flat";19;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_1030";1030;43741205179;0;0;"Inventory";"Inventory";false;62.07;"Despair";6;6;0;"RES";12;"SPD";6;0;"-";5;"-";4;"-";"-";19;"-";"-";"-";6;"Legend";90.64
"CRate";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1031";1031;43618815275;0;0;"Inventory";"Inventory";false;54.46;"Vampire";1;6;0;"ATK flat";22;"SPD";6;0;5;"-";"-";"-";"-";"-";"-";"-";"-";"-";6;"Rare";83.04
"RES";7;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_1032";1032;43657847346;0;0;"Inventory";"Inventory";false;57.74;"Vampire";1;6;0;"ATK flat";22;"ATK%";7;0;7;"-";"-";"-";"-";"-";"-";"-";"-";4;4;"Hero";86.31
"SPD";4;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1033";1033;43662626672;0;0;"Inventory";"Inventory";false;52.98;"Vampire";1;6;0;"ATK flat";22;"ATK%";6;0;"-";"-";"-";8;"-";"-";"-";"-";"-";4;"-";"Rare";81.55
"CRate";4;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_1034";1034;43749300079;0;0;"Inventory";"Inventory";false;56.85;"Vampire";1;6;0;"ATK flat";22;"HP%";8;0;"-";"-";"-";5;"-";"-";"-";"-";"-";4;4;"Hero";85.42
"ATK flat";20;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_1035";1035;43621015976;0;0;"Inventory";"Inventory";false;50;"Vampire";2;6;0;"SPD";7;"ATK%";8;0;"-";"-";20;4;"-";"-";"-";"-";"-";"-";"-";"Rare";78.57
"HP flat";367;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"ATK flat";13;{"enchanted":false,"gvalue":0};"";0;{};"row_1036";1036;43661833515;0;0;"Inventory";"Inventory";false;51.35;"Vampire";2;6;0;"SPD";7;"DEF flat";20;0;7;"-";13;"-";"-";"-";"-";"-";367;"-";"-";"Hero";79.92
"ACC";4;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_1037";1037;43620725238;0;0;"Inventory";"Inventory";false;56.85;"Vampire";3;6;0;"DEF flat";22;"HP%";8;0;5;"-";"-";4;"-";"-";"-";"-";"-";5;"-";"Hero";85.42
